Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type
REC0105,2023-09-18,36,36,True,None,0,0.0,18,4,4,Intermediate,Warehouse Team,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Evening,Wednesday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Warehouse
REC0106,2023-12-08,273,273,True,None,0,0.0,177,7,3,Advanced,Pharmacy Staff,Medical Device,Surgical,Box,Warehouse - Main Building 3rd Floor,Afternoon,Wednesday,False,High,Current Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0107,2023-06-09,28,28,True,None,0,0.0,39,11,2,Basic,Pharmacy Staff,Miscellaneous,First Aid,Tube,Shop Floor - Zone B,Afternoon,Wednesday,False,Medium,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0108,2023-06-10,408,351,False,Undercount,57,13.970588235294118,192,18,4,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0109,2023-04-08,1703,1703,True,None,0,0.0,1953,16,5,Intermediate,Pharmacy Staff,Drug,Prescription,Box,Shop Floor - Zone B,Evening,Thursday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0110,2023-08-01,48,48,True,None,0,0.0,57,15,3,Basic,Pharmacy Staff,Miscellaneous,Baby Care,Individual,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,High,Current Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Warehouse
REC0111,2023-07-16,132,132,True,None,0,0.0,250,19,5,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Shop Floor - Zone B,Morning,Thursday,False,High,Current Model,True,Slow,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0112,2023-04-24,250,250,True,None,0,0.0,508,11,2,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone A,Morning,Friday,False,High,Current Model,False,Maintenance Mode,Strong,Manual Count,Quarterly Stock-take,Shop Floor
REC0113,2023-09-26,63,72,False,Overcount,9,14.285714285714285,59,2,4,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Blister Pack,Storage Room - Medical Devices,Evening,Friday,True,Low,Old Model,False,Normal,Normal,Combined Method,Regular Stock Check,Storage
REC0114,2023-12-30,5332,5332,True,None,0,0.0,1877,12,6,Advanced,Warehouse Team,Drug,Refrigerated,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Monday,True,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0115,2023-04-18,6912,6912,True,None,0,0.0,4687,11,2,Basic,Pharmacy Staff,Miscellaneous,First Aid,Bottle,Shop Floor - Zone A,Afternoon,Tuesday,False,High,Old Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0116,2023-07-10,9300,9300,True,None,0,0.0,5125,3,4,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Warehouse - Shop Building Ground Floor,Morning,Friday,False,High,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0117,2023-02-04,1840,1840,True,None,0,0.0,1339,19,5,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Afternoon,Saturday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0118,2023-10-02,2664,2537,False,Undercount,127,4.767267267267267,5177,15,3,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Storage Room - Drugs,Morning,Tuesday,False,Low,Current Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Storage
REC0119,2023-01-16,910,910,True,None,0,0.0,607,17,3,Intermediate,Warehouse Team,Medical Device,Surgical,Box,Warehouse - Main Building 3rd Floor,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0120,2023-12-09,28,28,True,None,0,0.0,19,15,3,Basic,Pharmacy Staff,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Morning,Tuesday,False,Medium,Old Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0121,2023-12-08,2508,2508,True,None,0,0.0,2333,12,6,Advanced,Warehouse Team,Miscellaneous,Supplements,Box,Warehouse - Shop Building Ground Floor,Evening,Wednesday,False,High,Old Model,True,Normal,Strong,Manual Count,Regular Stock Check,Warehouse
REC0122,2023-08-25,738,759,False,Overcount,21,2.8455284552845526,945,20,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Warehouse - Main Building 3rd Floor,Morning,Tuesday,True,Low,Old Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0123,2023-07-02,1155,1155,True,None,0,0.0,654,9,6,Advanced,Pharmacy Staff,Medical Device,Surgical,Box,Warehouse - Main Building 3rd Floor,Morning,Saturday,False,Medium,Current Model,False,Slow,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0124,2023-12-13,288,288,True,None,0,0.0,252,14,4,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Shop Floor - Zone A,Afternoon,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0125,2023-07-21,11,11,True,None,0,0.0,10,2,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Individual,Shop Floor - Zone C,Afternoon,Monday,False,Medium,Old Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0126,2023-11-17,1134,1134,True,None,0,0.0,1108,13,13,Basic,Team Leader,Drug,Prescription,Blister Pack,Storage Room - Drugs,Evening,Wednesday,False,High,Old Model,True,Slow,Normal,Manual Count,Regular Stock Check,Storage
REC0127,2023-06-05,74,74,True,None,0,0.0,27,12,6,Advanced,Warehouse Team,Miscellaneous,First Aid,Individual,Warehouse - Shop Building Ground Floor,Afternoon,Wednesday,False,Low,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0128,2023-05-06,5724,5969,False,Overcount,245,4.280223619846262,5987,11,2,Basic,Pharmacy Staff,Drug,OTC,Box,Storage Room - Drugs,Afternoon,Wednesday,False,High,Old Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage
REC0129,2023-05-02,1012,1012,True,None,0,0.0,674,5,14,Advanced,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone B,Afternoon,Friday,False,High,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0130,2023-02-11,11,11,True,None,0,0.0,10,2,4,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Evening,Tuesday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0131,2023-12-04,2091,2091,True,None,0,0.0,850,8,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Morning,Monday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0132,2023-01-05,6402,6402,True,None,0,0.0,4262,17,3,Intermediate,Warehouse Team,Drug,Prescription,Box,Warehouse - Shop Building Ground Floor,Morning,Saturday,False,High,Old Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0133,2023-08-30,2268,2268,True,None,0,0.0,1262,17,3,Intermediate,Warehouse Team,Miscellaneous,Supplements,Box,Shop Floor - Zone B,Evening,Friday,True,High,New Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0134,2023-07-08,8016,8016,True,None,0,0.0,3219,16,5,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Storage Room - Drugs,Afternoon,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0135,2023-01-30,782,782,True,None,0,0.0,1083,7,3,Advanced,Pharmacy Staff,Medical Device,Surgical,Box,Warehouse - Main Building 3rd Floor,Morning,Monday,True,High,Current Model,False,Slow,Normal,Manual Count,Regular Stock Check,Warehouse
REC0136,2023-12-21,70,70,True,None,0,0.0,42,8,7,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Storage Room - Medical Devices,Morning,Sunday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0137,2023-10-22,95,95,True,None,0,0.0,119,3,4,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Afternoon,Tuesday,False,High,Current Model,True,Maintenance Mode,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0138,2023-03-15,21,19,False,Undercount,2,9.523809523809524,16,10,1,Intermediate,Warehouse Team,Miscellaneous,Supplements,Individual,Shop Floor - Zone C,Afternoon,Wednesday,False,Medium,Current Model,True,Normal,Weak,Combined Method,Quarterly Stock-take,Shop Floor
REC0139,2023-12-27,960,798,False,Undercount,162,16.875,444,12,6,Advanced,Warehouse Team,Drug,Prescription,Blister Pack,Storage Room - Drugs,Afternoon,Friday,True,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage
REC0140,2023-04-10,660,635,False,Undercount,25,3.787878787878788,803,18,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone B,Evening,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0141,2023-01-21,17,17,True,None,0,0.0,11,20,2,Basic,Pharmacy Staff,Drug,Refrigerated,Tube,Shop Floor - Zone A,Afternoon,Sunday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0142,2023-01-16,1568,1568,True,None,0,0.0,1077,9,6,Advanced,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Morning,Friday,False,Low,Current Model,False,Normal,Normal,Combined Method,Regular Stock Check,Storage
REC0143,2023-08-23,1035,1035,True,None,0,0.0,510,3,4,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Storage Room - Drugs,Evening,Friday,False,Low,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0144,2023-06-20,287,287,True,None,0,0.0,213,4,4,Intermediate,Warehouse Team,Medical Device,Therapeutic,Box,Shop Floor - Zone C,Evening,Tuesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0145,2023-01-07,1496,1496,True,None,0,0.0,835,20,2,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Morning,Sunday,False,High,Old Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0146,2023-07-24,7,7,True,None,0,0.0,10,15,3,Basic,Pharmacy Staff,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Morning,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0147,2023-10-28,364,331,False,Undercount,33,9.065934065934066,271,19,5,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Box,Warehouse - Main Building 3rd Floor,Evening,Friday,True,Medium,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0148,2023-08-14,6944,6944,True,None,0,0.0,3959,15,3,Basic,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone A,Afternoon,Saturday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0149,2023-12-17,754,754,True,None,0,0.0,277,12,6,Advanced,Warehouse Team,Miscellaneous,Baby Care,Bottle,Shop Floor - Zone B,Evening,Sunday,False,High,Current Model,True,Normal,Weak,Scanner Count,Ad-hoc Check,Shop Floor
REC0150,2023-09-02,828,828,True,None,0,0.0,511,16,5,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Box,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0151,2023-09-12,34,35,False,Overcount,1,2.941176470588235,53,11,2,Basic,Pharmacy Staff,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Evening,Tuesday,False,Medium,Current Model,False,Normal,Strong,Manual Count,Ad-hoc Check,Warehouse
REC0152,2023-04-27,437,437,True,None,0,0.0,352,3,4,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Box,Shop Floor - Zone C,Afternoon,Sunday,True,Medium,Current Model,True,Slow,Strong,Scanner Count,Ad-hoc Check,Shop Floor
REC0153,2023-07-12,26,26,True,None,0,0.0,19,17,3,Intermediate,Warehouse Team,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Morning,Friday,False,High,Current Model,True,Slow,Weak,Scanner Count,Ad-hoc Check,Warehouse
REC0154,2023-12-28,341,341,True,None,0,0.0,254,20,2,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Evening,Thursday,True,Low,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0155,2023-01-24,49,46,False,Undercount,3,6.122448979591836,57,10,1,Intermediate,Warehouse Team,Miscellaneous,Supplements,Tube,Shop Floor - Zone C,Evening,Saturday,False,Medium,Current Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Shop Floor
REC0156,2023-12-08,48,48,True,None,0,0.0,43,15,3,Basic,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Evening,Wednesday,False,High,Current Model,False,Slow,Weak,Scanner Count,Regular Stock Check,Storage
REC0157,2023-01-22,6350,6350,True,None,0,0.0,3803,8,7,Intermediate,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Storage
REC0158,2023-02-20,22,22,True,None,0,0.0,11,4,4,Intermediate,Warehouse Team,Miscellaneous,First Aid,Tube,Shop Floor - Zone C,Evening,Wednesday,False,High,Current Model,False,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0159,2023-12-03,3844,3844,True,None,0,0.0,1720,17,3,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Storage Room - Drugs,Morning,Wednesday,False,Medium,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0160,2023-11-11,93,93,True,None,0,0.0,84,19,5,Intermediate,Pharmacy Staff,Drug,Prescription,Tube,Shop Floor - Zone A,Morning,Tuesday,False,High,Old Model,False,Normal,Strong,Manual Count,Quarterly Stock-take,Shop Floor
REC0161,2023-01-22,822,822,True,None,0,0.0,760,19,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Evening,Saturday,False,High,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage
REC0162,2023-11-30,14,14,True,None,0,0.0,10,5,14,Advanced,Pharmacy Staff,Medical Device,Monitoring,Individual,Shop Floor - Zone A,Morning,Friday,True,Medium,Old Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0163,2023-01-29,58,58,True,None,0,0.0,25,18,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Shop Floor - Zone A,Morning,Sunday,True,Medium,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0164,2023-12-11,517,544,False,Overcount,27,5.222437137330754,456,3,4,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Storage Room - Medical Devices,Afternoon,Thursday,False,Low,Old Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0165,2023-12-18,520,475,False,Undercount,45,8.653846153846153,496,16,5,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Morning,Monday,False,Medium,Current Model,True,Normal,Strong,Manual Count,Quarterly Stock-take,Storage
REC0166,2023-11-01,524,524,True,None,0,0.0,372,9,6,Advanced,Pharmacy Staff,Drug,Prescription,Blister Pack,Storage Room - Drugs,Afternoon,Monday,False,High,New Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Storage
REC0167,2023-03-14,5256,4293,False,Undercount,963,18.32191780821918,5576,19,5,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Storage Room - Drugs,Afternoon,Friday,False,Low,Old Model,False,Normal,Weak,Manual Count,Regular Stock Check,Storage
REC0168,2023-06-10,12,13,False,Overcount,1,8.333333333333332,15,11,2,Basic,Pharmacy Staff,Drug,OTC,Tube,Warehouse - Shop Building Ground Floor,Afternoon,Wednesday,False,High,Current Model,False,Normal,Normal,Manual Count,Ad-hoc Check,Warehouse
REC0169,2023-12-11,370,370,True,None,0,0.0,161,7,3,Advanced,Pharmacy Staff,Medical Device,Surgical,Blister Pack,Warehouse - Main Building 3rd Floor,Afternoon,Friday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0170,2023-05-19,4800,4800,True,None,0,0.0,2191,13,13,Basic,Team Leader,Drug,Refrigerated,Bottle,Shop Floor - Zone C,Evening,Tuesday,False,High,Old Model,True,Slow,Weak,Scanner Count,Quarterly Stock-take,Shop Floor
REC0171,2023-03-24,2160,2160,True,None,0,0.0,1973,3,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone A,Afternoon,Thursday,False,Medium,Current Model,False,Normal,Normal,Combined Method,Ad-hoc Check,Shop Floor
REC0172,2023-01-06,41,41,True,None,0,0.0,17,19,5,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Individual,Warehouse - Shop Building Ground Floor,Afternoon,Saturday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse
REC0173,2023-09-04,2451,2451,True,None,0,0.0,1123,8,7,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Bottle,Shop Floor - Zone C,Afternoon,Thursday,False,Medium,Current Model,False,Slow,Weak,Scanner Count,Regular Stock Check,Shop Floor
REC0174,2023-05-07,145,145,True,None,0,0.0,137,19,5,Intermediate,Pharmacy Staff,Drug,OTC,Tube,Storage Room - Drugs,Morning,Wednesday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0175,2023-07-24,175,175,True,None,0,0.0,77,16,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Tube,Shop Floor - Zone C,Afternoon,Thursday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0176,2023-04-27,2436,2436,True,None,0,0.0,1850,11,2,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Storage Room - Drugs,Morning,Thursday,True,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0177,2023-06-30,560,560,True,None,0,0.0,403,14,4,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Afternoon,Monday,True,High,Current Model,True,Maintenance Mode,Weak,Scanner Count,Regular Stock Check,Shop Floor
REC0178,2023-05-03,212,212,True,None,0,0.0,113,10,1,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Storage Room - Drugs,Evening,Friday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Storage
REC0179,2023-07-26,28,28,True,None,0,0.0,14,16,5,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Morning,Wednesday,True,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage
REC0180,2023-10-04,1387,1387,True,None,0,0.0,642,4,4,Intermediate,Warehouse Team,Miscellaneous,Hygiene,Bottle,Shop Floor - Zone A,Afternoon,Wednesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0181,2023-06-27,952,952,True,None,0,0.0,708,12,6,Advanced,Warehouse Team,Drug,Controlled,Bottle,Storage Room - Drugs,Afternoon,Friday,True,Medium,New Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Storage
REC0182,2023-07-26,704,704,True,None,0,0.0,316,4,4,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Morning,Friday,True,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0183,2023-07-06,65,65,True,None,0,0.0,43,8,7,Intermediate,Pharmacy Staff,Drug,Controlled,Tube,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,High,Current Model,False,Slow,Strong,Combined Method,Quarterly Stock-take,Warehouse
REC0184,2023-05-23,104,104,True,None,0,0.0,47,16,5,Intermediate,Pharmacy Staff,Drug,Prescription,Tube,Warehouse - Shop Building Ground Floor,Morning,Friday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Warehouse
REC0185,2023-12-21,10659,10659,True,None,0,0.0,5331,3,4,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone B,Morning,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0186,2023-09-25,15224,15224,True,None,0,0.0,14176,18,4,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Monday,True,High,Current Model,True,Normal,Strong,Manual Count,Regular Stock Check,Warehouse
REC0187,2023-12-05,1104,1104,True,None,0,0.0,448,1,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Afternoon,Wednesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0188,2023-07-03,256,256,True,None,0,0.0,317,13,13,Basic,Team Leader,Medical Device,Diagnostic,Box,Storage Room - Medical Devices,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Storage
