Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type,Product_ID,Special_Cause
REC0098,2023-02-01,33,33,True,None,0,0.0,19.0,3,3,Intermediate,Warehouse Team,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Morning,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0098,None
REC0099,2023-04-25,73,73,True,None,0,0.0,21.0,6,10,Advanced,Pharmacy Staff,Miscellaneous,First Aid,Tube,Shop Floor - Zone A,Morning,Tuesday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0099,None
REC0100,2023-05-16,99,99,True,None,0,0.0,39.0,5,8,Intermediate,Warehouse Team,Miscellaneous,Supplements,Tube,Shop Floor - Zone C,Morning,Monday,False,High,New Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0100,None
REC0101,2023-10-30,31,31,True,None,0,0.0,21.0,12,4,Intermediate,Warehouse Team,Medical Device,Therapeutic,Individual,Storage Room - Medical Devices,Afternoon,Thursday,True,Medium,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Storage,P0101,None
REC0102,2023-02-06,1440,1440,True,None,0,0.0,1048.0,6,10,Advanced,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone C,Afternoon,Saturday,False,High,New Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0102,None
REC0103,2023-11-14,41,41,True,None,0,0.0,18.0,10,6,Advanced,Warehouse Team,Medical Device,Monitoring,Individual,Shop Floor - Zone C,Evening,Monday,False,Medium,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0103,None
REC0104,2023-03-26,204,204,True,None,0,0.0,48.0,11,15,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Afternoon,Friday,True,High,Current Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Storage,P0104,None
REC0105,2023-05-25,330,330,True,None,0,0.0,172.0,12,4,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone B,Evening,Wednesday,True,Low,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0105,None
REC0106,2023-06-09,1269,1022,False,Undercount,247,19.46414499605989,1193.0,4,10,Basic,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone C,Evening,Friday,False,High,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0106,None
REC0107,2023-07-10,90,90,True,None,0,0.0,44.0,18,6,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Afternoon,Tuesday,False,Medium,Current Model,True,Slow,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0107,None
REC0108,2023-11-18,38,38,True,None,0,0.0,18.0,9,7,Intermediate,Warehouse Team,Miscellaneous,Baby Care,Tube,Warehouse - Shop Building Ground Floor,Afternoon,Thursday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0108,None
REC0109,2023-04-05,1260,1196,False,Undercount,64,5.079365079365079,388.0,6,10,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone A,Afternoon,Thursday,False,Medium,New Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0109,None
REC0110,2023-01-16,4625,4625,True,None,0,0.0,1227.0,20,15,Advanced,Team Leader,Drug,Refrigerated,Box,Shop Floor - Zone B,Morning,Sunday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0110,None
REC0111,2023-10-02,80,80,True,None,0,0.0,20.0,11,15,Advanced,Pharmacy Staff,Medical Device,Surgical,Blister Pack,Warehouse - Main Building 3rd Floor,Morning,Wednesday,False,High,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0111,None
REC0112,2023-12-24,6188,6188,True,None,0,0.0,5820.218504893294,3,3,Intermediate,Warehouse Team,Drug,OTC,Bottle,Shop Floor - Zone B,Morning,Monday,False,Low,Old Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0112,Holiday Rush
REC0113,2023-10-07,93,93,True,None,0,0.0,82.0,2,4,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Individual,Warehouse - Shop Building Ground Floor,Morning,Thursday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse,P0113,None
REC0114,2023-12-12,1927,1927,True,None,0,0.0,1065.0,5,8,Intermediate,Warehouse Team,Medical Device,Diagnostic,Box,Warehouse - Main Building 3rd Floor,Afternoon,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0114,None
REC0115,2023-11-12,78,77,False,Undercount,1,1.282051282051282,40.0,14,5,Basic,Pharmacy Staff,Drug,Prescription,Tube,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0115,None
REC0116,2023-09-29,5292,5292,True,None,0,0.0,2677.0,18,6,Intermediate,Pharmacy Staff,Drug,OTC,Box,Shop Floor - Zone B,Afternoon,Monday,True,High,New Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0116,None
REC0117,2023-11-15,6952,6952,True,None,0,0.0,6492.0,7,4,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Tuesday,False,Medium,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Warehouse,P0117,None
REC0118,2023-04-28,252,275,False,Overcount,23,9.126984126984127,199.0,1,4,Basic,Pharmacy Staff,Medical Device,Monitoring,Box,Warehouse - Main Building 3rd Floor,Evening,Monday,True,High,New Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0118,None
REC0119,2023-11-10,13510,13510,True,None,0,0.0,2836.0,20,15,Advanced,Team Leader,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Tuesday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0119,None
REC0120,2023-04-26,42,42,True,None,0,0.0,30.0,13,3,Basic,Pharmacy Staff,Medical Device,Monitoring,Individual,Shop Floor - Zone B,Evening,Saturday,True,Medium,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0120,None
REC0121,2023-03-30,41,45,False,Overcount,4,9.75609756097561,17.0,5,8,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Thursday,True,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,SP005,Similar Packaging Confusion
REC0122,2023-04-06,4,4,True,None,0,0.0,10.0,17,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Thursday,False,High,Old Model,True,Normal,Normal,Combined Method,Regular Stock Check,Warehouse,P0122,None
REC0123,2023-02-14,3696,3642,False,Undercount,54,1.461038961038961,1488.0,5,8,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Storage Room - Drugs,Morning,Wednesday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0123,None
REC0124,2023-04-20,1496,1496,True,None,0,0.0,842.0,16,7,Intermediate,Pharmacy Staff,Drug,Prescription,Box,Storage Room - Drugs,Evening,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0124,None
REC0125,2023-03-06,41,41,True,None,0,0.0,20.0,4,10,Basic,Warehouse Team,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Afternoon,Thursday,False,High,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0125,None
REC0126,2023-12-30,710,710,True,None,0,0.0,293.0,4,10,Basic,Warehouse Team,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Morning,Saturday,True,High,New Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0126,None
REC0127,2023-12-08,32,32,True,None,0,0.0,18.0,14,5,Basic,Pharmacy Staff,Miscellaneous,Baby Care,Tube,Shop Floor - Zone A,Afternoon,Saturday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0127,None
REC0128,2023-01-30,792,714,False,Undercount,78,9.848484848484848,300.0,19,6,Intermediate,Warehouse Team,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Tuesday,True,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0128,None
REC0129,2023-06-14,4644,4644,True,None,0,0.0,9526.0,13,3,Basic,Pharmacy Staff,Drug,Controlled,Box,Warehouse - Shop Building Ground Floor,Morning,Tuesday,False,Medium,Current Model,True,Slow,Normal,Manual Count,Quarterly Stock-take,Warehouse,P0129,None
REC0130,2023-01-09,304,304,True,None,0,0.0,143.0,20,15,Advanced,Team Leader,Drug,Controlled,Blister Pack,Shop Floor - Zone B,Evening,Friday,False,High,Old Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0130,None
REC0131,2023-04-15,1584,1584,True,None,0,0.0,1850.0,4,10,Basic,Warehouse Team,Miscellaneous,First Aid,Box,Shop Floor - Zone A,Morning,Friday,False,Medium,Current Model,False,Normal,Strong,Manual Count,Quarterly Stock-take,Shop Floor,P0131,None
REC0132,2023-08-15,306,306,True,None,0,0.0,122.0,5,8,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Afternoon,Thursday,False,Medium,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0132,None
REC0133,2023-07-21,1680,1680,True,None,0,0.0,890.0,20,15,Advanced,Team Leader,Drug,Prescription,Bottle,Shop Floor - Zone B,Evening,Monday,False,Medium,Current Model,True,Slow,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0133,None
REC0134,2023-09-12,560,644,False,Overcount,84,15.0,365.0,2,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Thursday,False,High,New Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Warehouse,P0134,None
REC0135,2023-02-26,767,635,False,Undercount,132,17.209908735332462,453.0,8,3,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Box,Storage Room - Drugs,Morning,Friday,True,Medium,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0135,None
REC0136,2023-06-09,30,29,False,Undercount,1,3.3333333333333335,19.0,13,3,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Evening,Thursday,False,High,Old Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0136,None
REC0137,2023-10-27,108,108,True,None,0,0.0,96.0,12,4,Intermediate,Warehouse Team,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Evening,Monday,True,High,Current Model,False,Slow,Normal,Scanner Count,Regular Stock Check,Storage,P0137,None
REC0138,2023-08-22,1628,1628,True,None,0,0.0,807.0,7,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Storage Room - Drugs,Evening,Sunday,False,Medium,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0138,None
REC0139,2023-08-05,320,320,True,None,0,0.0,275.0,5,8,Intermediate,Warehouse Team,Drug,Controlled,Box,Shop Floor - Zone A,Afternoon,Friday,False,Medium,Old Model,False,Maintenance Mode,Normal,Combined Method,Quarterly Stock-take,Shop Floor,P0139,None
REC0140,2023-01-05,900,900,True,None,0,0.0,960.0,14,5,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Shop Floor - Zone A,Afternoon,Thursday,False,High,New Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0140,None
REC0141,2023-12-12,644,603,False,Undercount,41,6.366459627329192,993.0,14,5,Basic,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone A,Evening,Sunday,False,High,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0141,None
REC0142,2023-07-25,3492,3492,True,None,0,0.0,1039.0,6,10,Advanced,Pharmacy Staff,Drug,Refrigerated,Bottle,Storage Room - Drugs,Morning,Thursday,True,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0142,None
REC0143,2023-09-01,136,142,False,Overcount,6,4.411764705882353,177.0,5,8,Intermediate,Warehouse Team,Medical Device,Surgical,Blister Pack,Shop Floor - Zone A,Evening,Monday,False,Medium,Current Model,True,Slow,Weak,Manual Count,Regular Stock Check,Shop Floor,P0143,None
REC0144,2023-04-12,555,587,False,Overcount,32,5.7657657657657655,530.0,17,2,Basic,Pharmacy Staff,Medical Device,Monitoring,Box,Warehouse - Main Building 3rd Floor,Evening,Wednesday,False,High,Old Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Warehouse,P0144,None
REC0145,2023-11-27,70,70,True,None,0,0.0,46.0,1,4,Basic,Pharmacy Staff,Miscellaneous,First Aid,Tube,Storage Room - Drugs,Morning,Saturday,True,High,Old Model,True,Slow,Weak,Scanner Count,Quarterly Stock-take,Storage,P0145,None
REC0146,2023-06-04,352,344,False,Undercount,8,2.272727272727273,393.0,13,3,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse,P0146,None
REC0147,2023-09-30,192,215,False,Overcount,23,11.979166666666668,98.0,9,7,Intermediate,Warehouse Team,Medical Device,Therapeutic,Blister Pack,Warehouse - Main Building 3rd Floor,Evening,Thursday,True,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Warehouse,P0147,None
REC0148,2023-11-19,4697,3940,False,Undercount,757,16.116670215030872,2401.0,2,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Thursday,False,Low,Old Model,True,Normal,Weak,Scanner Count,Ad-hoc Check,Warehouse,P0148,None
REC0149,2023-12-06,8668,8668,True,None,0,0.0,6850.0,7,4,Intermediate,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone B,Afternoon,Friday,False,High,Current Model,False,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor,P0149,None
REC0150,2023-07-22,460,460,True,None,0,0.0,200.0,18,6,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Warehouse,P0150,None
REC0151,2023-11-05,2070,2070,True,None,0,0.0,1794.0,12,4,Intermediate,Warehouse Team,Medical Device,Surgical,Box,Shop Floor - Zone A,Morning,Sunday,False,Low,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0151,None
REC0152,2023-03-13,34,34,True,None,0,0.0,39.0,2,4,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse,P0152,None
REC0153,2023-02-14,220,220,True,None,0,0.0,587.1291094959838,102,0,Basic,Pharmacy Staff,Miscellaneous,Baby Care,Box,Shop Floor - Zone B,Morning,Friday,False,High,New Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0153,New Employee Training
REC0154,2023-02-20,4185,4185,True,None,0,0.0,4542.0,1,4,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone A,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Combined Method,Ad-hoc Check,Shop Floor,P0154,None
REC0155,2023-11-28,1023,1023,True,None,0,0.0,439.0,9,7,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Shop Floor - Zone A,Morning,Friday,True,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0155,None
REC0156,2023-06-16,288,284,False,Undercount,4,1.3888888888888888,360.0,9,7,Intermediate,Warehouse Team,Medical Device,Monitoring,Box,Warehouse - Main Building 3rd Floor,Morning,Saturday,False,Medium,Old Model,True,Normal,Weak,Manual Count,Regular Stock Check,Warehouse,P0156,None
REC0157,2023-05-05,5452,5452,True,None,0,0.0,1078.0,11,15,Advanced,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone C,Evening,Monday,False,High,New Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,SP002,Similar Packaging Confusion
REC0158,2023-11-27,9,9,True,None,0,0.0,10.0,13,3,Basic,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Evening,Tuesday,True,High,Current Model,True,Normal,Weak,Combined Method,Regular Stock Check,Storage,P0158,None
REC0159,2023-10-15,360,360,True,None,0,0.0,174.0,3,3,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone A,Morning,Friday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0159,None
REC0160,2023-10-23,41,41,True,None,0,0.0,24.0,10,6,Advanced,Warehouse Team,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Afternoon,Monday,False,Medium,Current Model,False,Normal,Normal,Combined Method,Ad-hoc Check,Storage,P0160,None
REC0161,2023-04-10,1485,1363,False,Undercount,122,8.215488215488216,943.0,16,7,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Box,Storage Room - Medical Devices,Afternoon,Monday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0161,None
REC0162,2023-01-10,4797,4797,True,None,0,0.0,3173.0,4,10,Basic,Warehouse Team,Drug,OTC,Blister Pack,Storage Room - Drugs,Evening,Monday,False,High,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Storage,SP002,Similar Packaging Confusion
REC0163,2023-01-06,15,15,True,None,0,0.0,10.0,10,6,Advanced,Warehouse Team,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Afternoon,Monday,False,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage,P0163,None
REC0164,2023-06-06,7,7,True,None,0,0.0,10.0,13,3,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone A,Morning,Monday,False,High,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0164,None
REC0165,2023-10-03,63,58,False,Undercount,5,7.936507936507936,75.0,1,4,Basic,Pharmacy Staff,Miscellaneous,Baby Care,Tube,Shop Floor - Zone A,Morning,Saturday,False,Medium,Current Model,False,Normal,Normal,Manual Count,Ad-hoc Check,Shop Floor,P0165,None
REC0166,2023-03-02,13,13,True,None,0,0.0,10.0,6,10,Advanced,Pharmacy Staff,Miscellaneous,Hygiene,Individual,Shop Floor - Zone C,Evening,Saturday,False,High,Current Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0166,None
REC0167,2023-12-11,667,667,True,None,0,0.0,1088.0,13,3,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone B,Afternoon,Wednesday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0167,None
REC0168,2023-03-23,2255,2255,True,None,0,0.0,3760.0,1,4,Basic,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone C,Morning,Tuesday,False,High,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0168,None
REC0169,2023-09-11,6600,6600,True,None,0,0.0,2999.0,10,6,Advanced,Warehouse Team,Drug,Refrigerated,Bottle,Shop Floor - Zone A,Morning,Thursday,False,High,New Model,False,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor,P0169,None
REC0170,2023-06-17,47,43,False,Undercount,4,8.51063829787234,39.0,19,6,Intermediate,Warehouse Team,Miscellaneous,Supplements,Individual,Warehouse - Shop Building Ground Floor,Evening,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Warehouse,P0170,None
REC0171,2023-02-11,1056,1056,True,None,0,0.0,591.0,12,4,Intermediate,Warehouse Team,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Friday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0171,None
REC0172,2023-10-20,4216,4216,True,None,0,0.0,2682.0,1,4,Basic,Pharmacy Staff,Drug,Controlled,Bottle,Warehouse - Shop Building Ground Floor,Evening,Friday,False,High,Current Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0172,None
REC0173,2023-04-27,82,82,True,None,0,0.0,41.0,18,6,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Evening,Monday,True,High,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0173,None
REC0174,2023-01-07,9690,9964,False,Overcount,274,2.82765737874097,12123.0,13,3,Basic,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone A,Evening,Wednesday,False,High,Current Model,False,Normal,Strong,Manual Count,Ad-hoc Check,Shop Floor,P0174,None
REC0175,2023-09-19,84,74,False,Undercount,10,11.904761904761903,41.0,12,4,Intermediate,Warehouse Team,Miscellaneous,Baby Care,Individual,Shop Floor - Zone C,Morning,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0175,None
REC0176,2023-05-10,1177,1177,True,None,0,0.0,790.0,2,4,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Storage Room - Drugs,Evening,Monday,False,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage,P0176,None
